,Gene,AUC,FPR,Precision,Recall/TPR,F-score,N_benign,N_malign,m_cat,n_snvs
1657,MYLK,0.9618055555555556,0.0,0.21428571428571427,1.0,0.35294117647058826,288,6,1,294
1658,SIX6,0.8636363636363636,0.0,0.25,1.0,0.4,11,1,1,12
1659,DHDDS,0.9500000000000001,0.0,0.5,1.0,0.6666666666666666,10,1,1,11
1660,NAA15,0.6071428571428572,0.0,0.26666666666666666,1.0,0.4210526315789474,14,4,1,18
1661,SCN9A,0.9864864864864865,0.0,0.25,1.0,0.4,222,2,1,224
1662,COL12A1,0.9803149606299212,0.0,0.6428571428571429,1.0,0.782608695652174,127,9,1,136
1663,IMPG2,1.0,0.0,1.0,1.0,1.0,27,4,1,31
1664,TFG,1.0,0.0,1.0,1.0,1.0,20,2,1,22
1665,ELANE,0.8796296296296298,0.07407407407407407,0.4807692307692308,0.9259259259259259,0.6329113924050633,162,27,1,189
1666,HARS2,0.9642857142857143,0.0,0.75,1.0,0.8571428571428571,14,3,1,17
1667,KIRREL3,0.8452380952380952,0.0,0.13333333333333333,1.0,0.23529411764705882,42,2,1,44
1668,CA12,,,,,,0,3,0,3
1669,PMPCA,1.0,0.0,1.0,1.0,1.0,2,1,1,3
1670,ZFHX3,0.9469696969696969,0.0,0.125,1.0,0.2222222222222222,66,1,1,67
1671,AMHR2,1.0,0.0,1.0,1.0,1.0,8,2,1,10
1672,HPS3,1.0,0.0,1.0,1.0,1.0,14,1,1,15
1673,IL12RB1,0.875,0.25,1.0,0.75,0.8571428571428571,22,4,1,26
1674,PPA2,0.96875,0.0,0.6666666666666666,1.0,0.8,16,2,1,18
1675,TPM3,0.9027777777777778,0.0,0.3,1.0,0.4615384615384615,72,6,1,78
1676,FANCE,0.9821428571428572,0.0,0.5,1.0,0.6666666666666666,28,1,1,29
1677,CEP164,0.9848484848484849,0.0,0.5,1.0,0.6666666666666666,66,2,1,68
1678,ACAN,0.9933333333333334,0.0,0.8,1.0,0.888888888888889,75,4,1,79
1679,POMGNT2,0.96875,0.0,0.6666666666666666,1.0,0.8,16,2,1,18
1680,DNA2,0.9571428571428571,0.0,0.625,1.0,0.7692307692307693,35,5,1,40
1681,CSNK2B,0.75,0.0,0.6666666666666666,1.0,0.8,2,2,1,4
1682,CRTAP,0.9583333333333333,0.0,0.6,1.0,0.7499999999999999,24,3,1,27
1683,APOC2,1.0,0.0,1.0,1.0,1.0,9,1,1,10
1684,MOCS2,0.9732142857142857,0.0,0.5714285714285714,1.0,0.7272727272727273,56,4,1,60
1685,COMP,0.9357541899441341,0.0,0.3783783783783784,1.0,0.5490196078431372,179,14,1,193
1686,EFEMP1,1.0,0.0,1.0,1.0,1.0,34,2,1,36
1687,ABCC9,0.8988681102362205,0.0625,0.1744186046511628,0.9375,0.29411764705882354,508,16,1,524
1688,VDR,1.0,0.0,1.0,1.0,1.0,11,1,1,12
1689,SLC6A9,,,,,,2,2,0,4
1690,CYBA,1.0,0.0,1.0,1.0,1.0,9,1,1,10
1691,CDAN1,0.8333333333333333,0.33333333333333337,1.0,0.6666666666666666,0.8,17,3,1,20
1692,NDUFA10,1.0,0.0,1.0,1.0,1.0,48,1,1,49
1693,HDAC3,0.6666666666666667,0.0,0.5,1.0,0.6666666666666666,3,2,1,5
1694,C1S,1.0,0.0,1.0,1.0,1.0,9,2,1,11
1695,HSD3B2,1.0,0.0,1.0,1.0,1.0,6,1,1,7
1696,CDC45,0.9,0.19999999999999996,1.0,0.8,0.888888888888889,1,5,1,6
1697,THOC6,0.9122137404580153,0.0,0.14814814814814814,1.0,0.25806451612903225,131,4,1,135
1698,WDR72,1.0,0.0,1.0,1.0,1.0,41,4,1,45
1699,DNMT3B,0.9864864864864865,0.0,0.6666666666666666,1.0,0.8,37,2,1,39
1700,CRYBA1,0.725,0.0,0.21428571428571427,1.0,0.35294117647058826,20,3,1,23
1701,DKC1,0.9272959183673469,0.125,0.875,0.875,0.875,49,8,1,57
1702,TMEM138,0.9166666666666667,0.0,0.6666666666666666,1.0,0.8,6,2,1,8
1703,PHKG2,1.0,0.0,1.0,1.0,1.0,7,2,1,9
1704,TNNC1,0.8571428571428572,0.1428571428571429,0.4,0.8571428571428571,0.5454545454545455,63,7,1,70
1705,RNF168,0.9642857142857143,0.0,0.6666666666666666,1.0,0.8,14,2,1,16
1706,SPG20,0.782608695652174,0.0,0.047619047619047616,1.0,0.0909090909090909,46,1,1,47
1707,AGRN,0.9917355371900827,0.0,0.3333333333333333,1.0,0.5,121,1,1,122
1708,OTUD6B,1.0,0.0,1.0,1.0,1.0,1,4,1,5
1709,WARS2,,,,,,0,2,0,2
1710,B3GAT3,0.9705882352941176,0.0,0.75,1.0,0.8571428571428571,17,3,1,20
1711,CEBPA,0.9555555555555555,0.0,0.3333333333333333,1.0,0.5,45,2,1,47
1712,MRE11A,,,,,,241,0,0,241
1713,BIN1,1.0,0.0,1.0,1.0,1.0,41,2,1,43
1714,EPM2A,0.9099616858237548,0.11111111111111116,0.8,0.8888888888888888,0.8421052631578948,29,9,1,38
1715,SQSTM1,0.9078947368421052,0.0,0.17647058823529413,1.0,0.3,76,3,1,79
1716,ZNF335,1.0,0.0,1.0,1.0,1.0,28,4,1,32
1717,ZMYND10,1.0,0.0,1.0,1.0,1.0,10,3,1,13
1718,FERMT1,0.9782608695652174,0.0,0.8,1.0,0.888888888888889,23,4,1,27
1719,DIAPH3,1.0,0.0,1.0,1.0,1.0,25,2,1,27
1720,DDHD2,0.9821428571428572,0.0,0.8333333333333334,1.0,0.9090909090909091,28,5,1,33
1721,SCN1B,0.8956043956043956,0.1428571428571429,0.5,0.8571428571428571,0.631578947368421,91,7,1,98
1722,CDK10,0.75,0.5,1.0,0.5,0.6666666666666666,1,2,1,3
1723,NPC2,0.8035714285714286,0.25,0.75,0.75,0.75,7,4,1,11
1724,VIPAS39,0.9583333333333333,0.0,0.5,1.0,0.6666666666666666,12,1,1,13
1725,AARS2,0.9888888888888888,0.0,0.9090909090909091,1.0,0.9523809523809523,45,10,1,55
1726,HESX1,1.0,0.0,1.0,1.0,1.0,6,4,1,10
1727,FAR1,1.0,0.0,1.0,1.0,1.0,1,1,1,2
1728,SLC27A4,,,,,,0,1,0,1
1729,KCNV2,0.9874999999999999,0.0,0.8,1.0,0.888888888888889,40,4,1,44
1730,CIC,0.94,0.0,0.4,1.0,0.5714285714285715,25,2,1,27
1731,PHGDH,1.0,0.0,1.0,1.0,1.0,14,6,1,20
1732,ZNF423,0.8106060606060606,0.33333333333333337,0.5,0.6666666666666666,0.5714285714285715,44,3,1,47
1733,SLC25A19,0.9166666666666667,0.0,0.25,1.0,0.4,18,1,1,19
1734,ITGA2B,1.0,0.0,1.0,1.0,1.0,8,4,1,12
1735,SCARB2,1.0,0.0,1.0,1.0,1.0,41,4,1,45
1736,GRM6,0.9791666666666667,0.0,0.6666666666666666,1.0,0.8,48,4,1,52
1737,DDOST,0.9642857142857143,0.0,0.6,1.0,0.7499999999999999,28,3,1,31
1738,EFHC1,0.7348484848484849,0.5,0.6666666666666666,0.5,0.5714285714285715,33,4,1,37
1739,NDUFAF1,1.0,0.0,1.0,1.0,1.0,14,3,1,17
1740,PTPRC,1.0,0.0,1.0,1.0,1.0,42,1,1,43
1741,LIPC,0.99375,0.0,0.5,1.0,0.6666666666666666,80,1,1,81
1742,ARMC9,1.0,0.0,1.0,1.0,1.0,2,1,1,3
1743,STIM1,1.0,0.0,1.0,1.0,1.0,32,3,1,35
1744,TNFRSF13B,0.9166666666666667,0.0,0.6,1.0,0.7499999999999999,12,3,1,15
1745,EEF1A2,0.8872549019607844,0.0,0.30303030303030304,1.0,0.4651162790697675,102,10,1,112
1746,PDE10A,1.0,0.0,1.0,1.0,1.0,4,1,1,5
1747,PET100,1.0,0.0,1.0,1.0,1.0,3,1,1,4
1748,MKL1,1.0,0.0,1.0,1.0,1.0,9,1,1,10
1749,ITGB3,1.0,0.0,1.0,1.0,1.0,20,2,1,22
1750,AP5Z1,0.9814814814814815,0.0,0.3333333333333333,1.0,0.5,54,1,1,55
1751,VAC14,,,,,,0,1,0,1
1752,SLC39A4,0.9807692307692308,0.0,0.5,1.0,0.6666666666666666,26,1,1,27
1753,TNNT1,1.0,0.0,1.0,1.0,1.0,8,3,1,11
1754,GOSR2,0.9878048780487805,0.0,0.75,1.0,0.8571428571428571,41,3,1,44
1755,TUBB2B,0.8422619047619047,0.08333333333333337,0.4583333333333333,0.9166666666666666,0.611111111111111,56,12,1,68
1756,RAD54L,0.7414089347079037,0.5,0.16666666666666666,0.5,0.25,291,2,1,293
1757,KLK4,1.0,0.0,1.0,1.0,1.0,5,1,1,6
1758,AGT,1.0,0.0,1.0,1.0,1.0,17,2,1,19
1759,PIBF1,,,,,,0,2,0,2
1760,ZEB1,0.8666666666666667,0.0,0.42857142857142855,1.0,0.6,15,3,1,18
1761,CHST3,1.0,0.0,1.0,1.0,1.0,40,5,1,45
1762,CPOX,1.0,0.0,1.0,1.0,1.0,26,1,1,27
1763,MRPL44,1.0,0.0,1.0,1.0,1.0,13,2,1,15
1764,NRL,1.0,0.0,1.0,1.0,1.0,4,2,1,6
1765,GATA4,0.9910714285714285,0.0,0.3333333333333333,1.0,0.5,224,2,1,226
1766,FTCD,1.0,0.0,1.0,1.0,1.0,21,1,1,22
1767,ESPN,0.9545454545454545,0.0,0.5,1.0,0.6666666666666666,22,2,1,24
1768,RS1,0.7857142857142857,0.0,0.4,1.0,0.5714285714285715,7,2,1,9
1769,EDARADD,1.0,0.0,1.0,1.0,1.0,11,3,1,14
1770,TENM4,0.9259259259259259,0.0,0.2,1.0,0.33333333333333337,27,1,1,28
1771,GFI1B,0.8636363636363636,0.0,0.25,1.0,0.4,11,1,1,12
1772,UBTF,0.7142857142857143,0.0,0.3333333333333333,1.0,0.5,7,2,1,9
1773,STAG1,0.9465408805031447,0.0,0.15,1.0,0.2608695652173913,159,3,1,162
1774,AMPD1,0.7948717948717948,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,13,3,1,16
1775,SEPN1,0.9,0.0,0.07142857142857142,1.0,0.13333333333333333,65,1,1,66
1776,IL11RA,1.0,0.0,1.0,1.0,1.0,17,3,1,20
1777,ADCY5,0.9310344827586207,0.0,0.42857142857142855,1.0,0.6,58,6,1,64
1778,PEX11B,,,,,,0,3,0,3
1779,DTNBP1,1.0,0.0,1.0,1.0,1.0,25,1,1,26
1780,AIPL1,0.9787234042553192,0.0,0.5,1.0,0.6666666666666666,47,2,1,49
1781,POU1F1,1.0,0.0,1.0,1.0,1.0,14,3,1,17
1782,PEX3,0.875,0.0,0.3333333333333333,1.0,0.5,8,1,1,9
1783,TFAP2B,0.9754098360655737,0.0,0.25,1.0,0.4,61,1,1,62
1784,ATAD3A,0.9583333333333333,0.0,0.6666666666666666,1.0,0.8,12,2,1,14
1785,FLT4,0.9821428571428572,0.0,0.3333333333333333,1.0,0.5,56,1,1,57
1786,UTP14C,0.9301075268817205,0.0,0.23529411764705882,1.0,0.38095238095238093,93,4,1,97
1787,SLCO1B1,0.9735849056603774,0.0,0.17647058823529413,1.0,0.3,265,3,1,268
1788,PDE4D,0.967948717948718,0.0,0.16666666666666666,1.0,0.2857142857142857,156,2,1,158
1789,RBPJ,0.7972972972972973,0.0,0.11764705882352941,1.0,0.21052631578947367,37,2,1,39
1790,SERPINB6,1.0,0.0,1.0,1.0,1.0,21,1,1,22
1791,PKD1L1,0.9761904761904762,0.0,0.6666666666666666,1.0,0.8,21,2,1,23
1792,SETD2,0.9242424242424243,0.0,0.2857142857142857,1.0,0.4444444444444445,99,6,1,105
1793,G6PD,0.8685185185185185,0.1333333333333333,0.38235294117647056,0.8666666666666667,0.5306122448979592,162,15,1,177
1794,GK,0.875,0.0,0.6,1.0,0.7499999999999999,8,3,1,11
1795,HECW2,0.9285714285714286,0.1428571428571429,1.0,0.8571428571428571,0.923076923076923,22,7,1,29
1796,ACVR1,0.9210526315789473,0.0,0.25,1.0,0.4,57,3,1,60
1797,ARSE,0.9423076923076923,0.0,0.6,1.0,0.7499999999999999,52,9,1,61
1798,CTNND2,0.8571428571428572,0.0,0.5555555555555556,1.0,0.7142857142857143,14,5,1,19
1799,PIK3CD,0.9810126582278481,0.0,0.25,1.0,0.4,158,2,1,160
1800,ACTN2,0.8828861493836113,0.1428571428571429,0.25,0.8571428571428571,0.3870967741935483,197,7,1,204
1801,SMAD2,0.8500000000000001,0.19999999999999996,0.8,0.8,0.8000000000000002,10,5,1,15
1802,CTRC,0.9452554744525548,0.0,0.16666666666666666,1.0,0.2857142857142857,137,3,1,140
1803,SLC25A46,1.0,0.0,1.0,1.0,1.0,18,2,1,20
1804,TWIST2,1.0,0.0,1.0,1.0,1.0,1,1,1,2
1805,PHF8,1.0,0.0,1.0,1.0,1.0,10,2,1,12
1806,ZIC1,1.0,0.0,1.0,1.0,1.0,2,1,1,3
1807,TCN2,1.0,0.0,1.0,1.0,1.0,24,3,1,27
1808,MATR3,0.9508196721311475,0.0,0.3333333333333333,1.0,0.5,61,3,1,64
1809,TALDO1,1.0,0.0,1.0,1.0,1.0,1,1,1,2
1810,ELAC2,1.0,0.0,1.0,1.0,1.0,41,6,1,47
1811,MPLKIP,,,,,,0,1,0,1
1812,FKBP14,1.0,0.0,1.0,1.0,1.0,5,1,1,6
1813,RBCK1,1.0,0.0,1.0,1.0,1.0,21,2,1,23
1814,KIAA2022,0.9761904761904762,0.0,0.3333333333333333,1.0,0.5,42,1,1,43
1815,CEP55,,,,,,0,2,0,2
1816,ERBB3,0.9615384615384616,0.0,0.6666666666666666,1.0,0.8,13,2,1,15
1817,VAMP1,0.75,0.0,0.4,1.0,0.5714285714285715,6,2,1,8
1818,LIPG,0.9194630872483222,0.0,0.07692307692307693,1.0,0.14285714285714288,149,2,1,151
1819,NEFH,0.8796296296296297,0.0,0.07142857142857142,1.0,0.13333333333333333,54,1,1,55
1820,AGBL1,0.9285714285714286,0.0,0.3333333333333333,1.0,0.5,14,1,1,15
1821,PSTPIP1,0.9782608695652174,0.0,0.375,1.0,0.5454545454545454,115,3,1,118
1822,RNF135,0.8421052631578947,0.0,0.14285714285714285,1.0,0.25,19,1,1,20
1823,NDUFB9,0.9024390243902439,0.0,0.2727272727272727,1.0,0.42857142857142855,41,3,1,44
1824,EYA4,0.9716981132075472,0.0,0.7,1.0,0.8235294117647058,53,7,1,60
1825,NPM1,1.0,0.0,1.0,1.0,1.0,3,1,1,4
1826,MRPS34,,,,,,1,2,0,3
1827,MDH2,0.9583333333333333,0.0,0.6666666666666666,1.0,0.8,12,2,1,14
1828,PIGG,1.0,0.0,1.0,1.0,1.0,41,1,1,42
1829,CCDC151,1.0,0.0,1.0,1.0,1.0,21,2,1,23
1830,THSD1,0.75,0.0,0.6666666666666666,1.0,0.8,2,2,1,4
1831,CD19,1.0,0.0,1.0,1.0,1.0,12,1,1,13
1832,APOC3,0.9375,0.0,0.2857142857142857,1.0,0.4444444444444445,40,2,1,42
1833,KIAA1407,,,,,,1,0,0,1
1834,FN1,0.9719101123595505,0.0,0.1891891891891892,1.0,0.3181818181818182,534,7,1,541
1835,PSAT1,0.9444444444444444,0.0,0.6666666666666666,1.0,0.8,9,2,1,11
1836,RUNX2,0.9545454545454545,0.0,0.3333333333333333,1.0,0.5,66,3,1,69
1837,DHH,1.0,0.0,1.0,1.0,1.0,3,1,1,4
1838,HMX1,0.9935064935064934,0.0,0.5,1.0,0.6666666666666666,77,1,1,78
1839,EMD,0.9878048780487805,0.0,0.5,1.0,0.6666666666666666,41,1,1,42
1840,MRPS16,1.0,0.0,1.0,1.0,1.0,7,1,1,8
1841,TNFSF11,1.0,0.0,1.0,1.0,1.0,13,1,1,14
1842,FSHR,0.9583333333333333,0.0,0.6666666666666666,1.0,0.8,12,2,1,14
1843,CD59,1.0,0.0,1.0,1.0,1.0,3,1,1,4
1844,APOA5,1.0,0.0,1.0,1.0,1.0,31,5,1,36
1845,MPDU1,0.75,0.5,1.0,0.5,0.6666666666666666,9,2,1,11
1846,VMA21,0.9722222222222222,0.0,0.5,1.0,0.6666666666666666,18,1,1,19
1847,CEP83,,,,,,0,2,0,2
1848,PUS1,0.98,0.0,0.75,1.0,0.8571428571428571,25,3,1,28
1849,DOCK3,,,,,,0,1,0,1
1850,WDR19,1.0,0.0,1.0,1.0,1.0,49,6,1,55
1851,GJA1,0.9337748344370861,0.0,0.375,1.0,0.5454545454545454,151,12,1,163
1852,AHCY,1.0,0.0,1.0,1.0,1.0,5,2,1,7
1853,CDKN1B,0.9047619047619048,0.0,0.3333333333333333,1.0,0.5,42,4,1,46
1854,ROM1,0.9605263157894737,0.0,0.25,1.0,0.4,38,1,1,39
1855,RAD51,0.75,0.0,0.6,1.0,0.7499999999999999,4,3,1,7
1856,MASP1,0.9782608695652174,0.0,0.5,1.0,0.6666666666666666,23,1,1,24
1857,GUCA1A,1.0,0.0,1.0,1.0,1.0,37,1,1,38
1858,IRAK3,0.5384615384615384,0.0,0.14285714285714285,1.0,0.25,13,2,1,15
1859,C3,0.9923076923076923,0.0,0.5,1.0,0.6666666666666666,65,1,1,66
1860,PIK3R2,0.9234234234234234,0.0,0.2608695652173913,1.0,0.41379310344827586,111,6,1,117
1861,ATR,0.9913793103448275,0.0,0.6,1.0,0.7499999999999999,116,3,1,119
1862,SLC5A1,0.9705882352941176,0.0,0.5,1.0,0.6666666666666666,17,1,1,18
1863,ETV6,0.8809523809523809,0.0,0.2857142857142857,1.0,0.4444444444444445,21,2,1,23
1864,EPOR,0.8409090909090909,0.0,0.125,1.0,0.2222222222222222,22,1,1,23
1865,UROS,1.0,0.0,1.0,1.0,1.0,2,1,1,3
1866,CALM3,0.8888888888888888,0.0,0.5,1.0,0.6666666666666666,18,4,1,22
1867,SH3PXD2B,0.9888888888888888,0.0,0.6666666666666666,1.0,0.8,45,2,1,47
1868,GATM,0.9743589743589743,0.0,0.3333333333333333,1.0,0.5,39,1,1,40
1869,ITK,1.0,0.0,1.0,1.0,1.0,12,1,1,13
1870,SMC3,0.8664092664092664,0.1428571428571429,0.34285714285714286,0.8571428571428571,0.4897959183673469,185,14,1,199
1871,PTHLH,0.8333333333333334,0.0,0.5,1.0,0.6666666666666666,3,1,1,4
1872,PBX1,1.0,0.0,1.0,1.0,1.0,1,1,1,2
1873,BRWD3,0.9583333333333333,0.0,0.3333333333333333,1.0,0.5,48,2,1,50
1874,TSFM,1.0,0.0,1.0,1.0,1.0,5,3,1,8
1875,LZTFL1,1.0,0.0,1.0,1.0,1.0,19,2,1,21
1876,GP1BA,1.0,0.0,1.0,1.0,1.0,13,3,1,16
1877,HNRNPDL,0.9666666666666667,0.0,0.25,1.0,0.4,45,1,1,46
1878,SLITRK6,1.0,0.0,1.0,1.0,1.0,9,2,1,11
1879,AP2S1,0.8888888888888888,0.0,0.3333333333333333,1.0,0.5,9,1,1,10
1880,GHSR,1.0,0.0,1.0,1.0,1.0,17,1,1,18
1881,TMPRSS15,1.0,0.0,1.0,1.0,1.0,8,1,1,9
1882,DDX41,0.75,0.0,0.25,1.0,0.4,24,4,1,28
1883,EPHA2,0.9950372208436725,0.0,0.3333333333333333,1.0,0.5,403,2,1,405
1884,LARS2,1.0,0.0,1.0,1.0,1.0,27,8,1,35
1885,AIFM1,0.9500000000000001,0.0,0.3181818181818182,1.0,0.4827586206896552,150,7,1,157
1886,CARD14,0.9753086419753086,0.0,0.2,1.0,0.33333333333333337,162,2,1,164
1887,TUBB,0.8297101449275363,0.16666666666666663,0.5555555555555556,0.8333333333333334,0.6666666666666667,23,6,1,29
1888,CNTN2,0.9230769230769231,0.0,0.2,1.0,0.33333333333333337,26,1,1,27
1889,CALM1,0.85,0.0,0.625,1.0,0.7692307692307693,10,5,1,15
1890,MGAT2,1.0,0.0,1.0,1.0,1.0,11,1,1,12
1891,SLC25A24,0.7916666666666666,0.0,0.2857142857142857,1.0,0.4444444444444445,12,2,1,14
1892,NYX,0.9500000000000001,0.0,0.5714285714285714,1.0,0.7272727272727273,30,4,1,34
1893,NAGA,0.8333333333333333,0.33333333333333337,1.0,0.6666666666666666,0.8,10,3,1,13
1894,VARS,,,,,,0,2,0,2
1895,CTSA,0.9,0.0,0.5714285714285714,1.0,0.7272727272727273,15,4,1,19
1896,AKR1D1,1.0,0.0,1.0,1.0,1.0,9,2,1,11
1897,PIEZO1,0.9769230769230769,0.0,0.18181818181818182,1.0,0.3076923076923077,195,2,1,197
1898,IFIH1,0.941340782122905,0.0,0.07352941176470588,1.0,0.13698630136986303,537,5,1,542
1899,NCF4,0.9722222222222222,0.0,0.5,1.0,0.6666666666666666,18,1,1,19
1900,METTL23,1.0,0.0,1.0,1.0,1.0,2,4,1,6
1901,TECRL,1.0,0.0,1.0,1.0,1.0,5,1,1,6
1902,MAP3K15,,,,,,13,0,0,13
1903,WNK1,0.9757281553398058,0.0,0.5,1.0,0.6666666666666666,103,5,1,108
1904,GLE1,1.0,0.0,1.0,1.0,1.0,5,4,1,9
1905,STIL,1.0,0.0,1.0,1.0,1.0,35,5,1,40
1906,TRPM1,0.9607843137254902,0.0,0.42857142857142855,1.0,0.6,51,3,1,54
1907,SPECC1L,0.9899497487437187,0.0,0.2,1.0,0.33333333333333337,199,1,1,200
1908,XDH,1.0,0.0,1.0,1.0,1.0,23,1,1,24
1909,KIAA0753,1.0,0.0,1.0,1.0,1.0,3,3,1,6
1910,LONP1,0.8333333333333334,0.0,0.6666666666666666,1.0,0.8,3,2,1,5
1911,G6PC3,1.0,0.0,1.0,1.0,1.0,7,2,1,9
1912,PTH,1.0,0.0,1.0,1.0,1.0,3,1,1,4
1913,RPL10,0.9444444444444444,0.0,0.3333333333333333,1.0,0.5,18,1,1,19
1914,GDF5,1.0,0.0,1.0,1.0,1.0,18,4,1,22
1915,ANKLE2,1.0,0.0,1.0,1.0,1.0,5,2,1,7
1916,HAMP,1.0,0.0,1.0,1.0,1.0,4,1,1,5
1917,CFHR5,0.9019607843137255,0.0,0.23076923076923078,1.0,0.375,51,3,1,54
1918,MAPK1,0.9230769230769231,0.0,0.3333333333333333,1.0,0.5,13,1,1,14
1919,RAX2,0.9117647058823529,0.0,0.4,1.0,0.5714285714285715,17,2,1,19
1920,CHRNA4,0.8260869565217391,0.33333333333333337,0.3333333333333333,0.6666666666666666,0.4444444444444444,276,3,1,279
1921,KRT83,0.9714285714285714,0.0,0.3333333333333333,1.0,0.5,35,1,1,36
1922,CACNA1C,0.8647176181706568,0.2222222222222222,0.16666666666666666,0.7777777777777778,0.2745098039215686,724,9,1,733
1923,DHCR24,0.9545454545454545,0.0,0.5,1.0,0.6666666666666666,11,1,1,12
1924,TAC3,1.0,0.0,1.0,1.0,1.0,1,3,1,4
1925,KYNU,,,,,,0,1,0,1
1926,KLHL41,0.9444444444444444,0.0,0.5,1.0,0.6666666666666666,9,1,1,10
1927,IRAK4,0.9411764705882353,0.0,0.6,1.0,0.7499999999999999,17,3,1,20
1928,DNAAF3,0.9404761904761905,0.0,0.23076923076923078,1.0,0.375,84,3,1,87
1929,C2CD3,1.0,0.0,1.0,1.0,1.0,21,5,1,26
1930,PDHX,1.0,0.0,1.0,1.0,1.0,40,3,1,43
1931,LRRK2,0.9599514563106797,0.0,0.13157894736842105,1.0,0.23255813953488372,412,5,1,417
1932,IKZF1,0.9285714285714286,0.0,0.5,1.0,0.6666666666666666,7,1,1,8
1933,PAX9,0.875,0.0,0.25,1.0,0.4,12,1,1,13
1934,COL9A2,0.9846153846153847,0.0,0.5,1.0,0.6666666666666666,65,2,1,67
1935,EIF2B4,1.0,0.0,1.0,1.0,1.0,10,2,1,12
1936,TNFRSF11A,1.0,0.0,1.0,1.0,1.0,22,1,1,23
1937,HPD,1.0,0.0,1.0,1.0,1.0,14,1,1,15
1938,MYPN,0.9493087557603687,0.0,0.12,1.0,0.21428571428571425,217,3,1,220
1939,NAGS,0.96875,0.0,0.8,1.0,0.888888888888889,16,4,1,20
1940,ITGA8,1.0,0.0,1.0,1.0,1.0,2,1,1,3
1941,CHMP1A,0.8333333333333333,0.33333333333333337,1.0,0.6666666666666666,0.8,13,3,1,16
1942,MIB1,0.8956953642384106,0.0,0.08695652173913043,1.0,0.16,302,6,1,308
1943,SLC12A5,0.9814814814814815,0.0,0.5,1.0,0.6666666666666666,27,1,1,28
1944,MSR1,0.9117647058823529,0.0,0.25,1.0,0.4,17,1,1,18
1945,TUBG1,0.9298245614035088,0.0,0.2,1.0,0.33333333333333337,57,2,1,59
1946,PRMT7,1.0,0.0,1.0,1.0,1.0,3,1,1,4
1947,KCNE1,0.9925373134328358,0.0,0.8,1.0,0.888888888888889,67,4,1,71
1948,CAPN5,0.925531914893617,0.0,0.125,1.0,0.2222222222222222,47,1,1,48
1949,GDF6,0.9444444444444444,0.0,0.5,1.0,0.6666666666666666,18,2,1,20
1950,AKT1,0.9718309859154929,0.0,0.2,1.0,0.33333333333333337,71,1,1,72
1951,KCNQ5,0.9423076923076923,0.0,0.14285714285714285,1.0,0.25,52,1,1,53
1952,PACS1,0.9090909090909091,0.0,0.25,1.0,0.4,33,2,1,35
1953,CPLX1,,,,,,0,1,0,1
1954,GLUL,1.0,0.0,1.0,1.0,1.0,18,1,1,19
1955,PNPLA1,1.0,0.0,1.0,1.0,1.0,15,2,1,17
1956,ARHGEF10,,,,,,51,0,0,51
1957,TMEM70,0.9411764705882353,0.0,0.6666666666666666,1.0,0.8,17,4,1,21
1958,IFT172,0.9803921568627452,0.0,0.6,1.0,0.7499999999999999,51,3,1,54
1959,TMEM43,0.9388646288209608,0.0,0.0967741935483871,1.0,0.17647058823529413,229,3,1,232
1960,MYH11,0.959807073954984,0.0,0.16666666666666666,1.0,0.2857142857142857,311,5,1,316
1961,MAF,0.75,0.5,1.0,0.5,0.6666666666666666,101,4,1,105
1962,CHRDL1,0.6666666666666667,0.0,0.1111111111111111,1.0,0.19999999999999998,12,1,1,13
1963,PLCB4,0.936241610738255,0.0,0.2692307692307692,1.0,0.42424242424242425,149,7,1,156
1964,TMEM240,0.78125,0.25,0.5,0.75,0.6,16,4,1,20
1965,PDGFB,0.8125,0.0,0.14285714285714285,1.0,0.25,16,1,1,17
1966,STAT3,0.9807692307692308,0.0,0.6666666666666666,1.0,0.8,26,2,1,28
1967,CEL,0.7331932773109243,0.5,0.2,0.5,0.28571428571428575,119,2,1,121
1968,SLC40A1,0.975,0.0,0.16666666666666666,1.0,0.2857142857142857,200,2,1,202
1969,CA4,0.986842105263158,0.0,0.2,1.0,0.33333333333333337,152,1,1,153
1970,ABCA13,0.8,0.0,0.047619047619047616,1.0,0.0909090909090909,50,1,1,51
1971,RANBP2,0.9927007299270073,0.0,0.5,1.0,0.6666666666666666,137,2,1,139
1972,INF2,0.994475138121547,0.0,0.6,1.0,0.7499999999999999,181,3,1,184
1973,SCO2,0.75,0.5,1.0,0.5,0.6666666666666666,4,2,1,6
1974,PIGQ,0.8706896551724138,0.0,0.0625,1.0,0.11764705882352941,58,1,1,59
1975,PTPRT,0.9615384615384616,0.0,0.5,1.0,0.6666666666666666,26,2,1,28
1976,MYOT,0.8591269841269841,0.25,0.6,0.75,0.6666666666666665,63,4,1,67
1977,C12orf57,0.8055555555555556,0.0,0.3,1.0,0.4615384615384615,18,3,1,21
1978,MYOC,0.875,0.25,1.0,0.75,0.8571428571428571,4,4,1,8
1979,DNAH8,0.9307432432432433,0.0,0.06818181818181818,1.0,0.1276595744680851,296,3,1,299
1980,HCN1,0.757983193277311,0.4,0.23076923076923078,0.6,0.33333333333333337,119,5,1,124
1981,KISS1R,1.0,0.0,1.0,1.0,1.0,6,1,1,7
1982,TGFB1,1.0,0.0,1.0,1.0,1.0,4,1,1,5
